gene,targetId,diseaseId,disease,score,known_clinical
RAB39B,ENSG00000155961,MONDO_0021528,benign neoplasm of male breast,0.5512,False
RAB39B,ENSG00000155961,MONDO_0021535,pancreatic neuroendocrine tumor G1,0.6687,False
RAB39B,ENSG00000155961,MONDO_0021538,verrucous carcinoma of oral cavity,0.8171,False
RAB39B,ENSG00000155961,MONDO_0021576,fallopian tube endometrioid tumor,0.5261,False
RAB39B,ENSG00000155961,MONDO_0021633,cerebral astrocytoma,0.6232,False
RAB39B,ENSG00000155961,MONDO_0021639,grade II glioma,0.7265,False
RAB39B,ENSG00000155961,MONDO_0023206,functional pancreatic neuroendocrine tumor,0.5648,False
RAB39B,ENSG00000155961,MONDO_0024327,chronic renal failure syndrome,0.7172,False
RAB39B,ENSG00000155961,MONDO_0024658,extrahepatic bile duct sarcoma,0.615,False
RAB39B,ENSG00000155961,MONDO_0024797,adult brain stem neoplasm,0.5907,False
RAB39B,ENSG00000155961,MONDO_0036501,refractory malignant neoplasm,0.8663,False
RAB39B,ENSG00000155961,MONDO_0040678,infiltrating urothelial carcinoma,0.9556,False
RAB39B,ENSG00000155961,MONDO_0041052,postherpetic neuralgia,0.6297,False
RAB39B,ENSG00000155961,MONDO_0044334,connective and soft tissue neoplasm,0.6572,False
RAB39B,ENSG00000155961,MONDO_0044705,paranasal sinus squamous cell carcinoma,0.5163,False
RAB39B,ENSG00000155961,MONDO_0044710,lip and oral cavity squamous cell carcinoma,0.9713,False
RAB39B,ENSG00000155961,MONDO_0044787,nasal cavity and paranasal sinus squamous cell carcinoma,0.9802,False
RAB39B,ENSG00000155961,MONDO_0044887,central nervous system non-hodgkin lymphoma,0.8425,False
RAB39B,ENSG00000155961,MONDO_0044903,myelofibrosis,0.701,False
RAB39B,ENSG00000155961,MONDO_0044907,metastatic squamous cell carcinoma,0.5502,False
RAB39B,ENSG00000155961,MONDO_0044925,oral cavity carcinoma,0.599,False
RAB39B,ENSG00000155961,MONDO_0044926,oropharyngeal carcinoma,0.5322,False
RAB39B,ENSG00000155961,MONDO_0044964,oral cavity mucoepidermoid carcinoma,0.9916,False
RAB39B,ENSG00000155961,MONDO_0045056,grade II meningioma,0.9486,False
RAB39B,ENSG00000155961,MONDO_0056815,liver adenosquamous carcinoma,0.546,False
RAB39B,ENSG00000155961,MONDO_0100342,malignant glioma,0.8215,False
RAB39B,ENSG00000155961,MONDO_0100431,migraine without aura,0.6549,False
RAB39B,ENSG00000155961,MONDO_0850302,intracranial meningioma,0.8559,False
RAB39B,ENSG00000155961,EFO_0000095,chronic lymphocytic leukemia,0.7753,False
RAB39B,ENSG00000155961,EFO_0000096,neoplasm of mature B-cells,0.9629,False
RAB39B,ENSG00000155961,EFO_0000181,head and neck squamous cell carcinoma,0.5355,False
RAB39B,ENSG00000155961,EFO_0000196,metastatic prostate cancer,0.9036,False
RAB39B,ENSG00000155961,EFO_0000198,myelodysplastic syndrome,0.7897,False
RAB39B,ENSG00000155961,EFO_0000211,unspecified peripheral T-cell lymphoma,0.6418,False
RAB39B,ENSG00000155961,EFO_0000218,acute erythroleukemia,0.5161,False
RAB39B,ENSG00000155961,EFO_0000220,acute lymphoblastic leukemia,0.6408,False
RAB39B,ENSG00000155961,EFO_0000221,acute monocytic leukemia,0.8866,False
RAB39B,ENSG00000155961,EFO_0000222,acute myeloid leukemia,0.8196,False
RAB39B,ENSG00000155961,EFO_0000223,acute myelomonocytic leukemia,0.8339,False
RAB39B,ENSG00000155961,EFO_0000224,acute promyelocytic leukemia,0.5281,False
RAB39B,ENSG00000155961,EFO_0000228,adenocarcinoma,0.5935,False
RAB39B,ENSG00000155961,EFO_0000233,adenosquamous lung carcinoma,0.9518,False
RAB39B,ENSG00000155961,EFO_0000304,breast adenocarcinoma,0.9404,False
RAB39B,ENSG00000155961,EFO_0000305,breast carcinoma,0.8474,False
RAB39B,ENSG00000155961,EFO_0000308,bronchoalveolar adenocarcinoma,0.9127,False
RAB39B,ENSG00000155961,EFO_0000330,childhood acute myeloid leukemia,0.9336,False
RAB39B,ENSG00000155961,EFO_0000403,diffuse large B-cell lymphoma,0.7519,False
RAB39B,ENSG00000155961,EFO_0000466,endometrioid carcinoma,0.5228,False
RAB39B,ENSG00000155961,EFO_0000503,gastric adenocarcinoma,0.7513,False
RAB39B,ENSG00000155961,EFO_0000559,keratinizing squamous cell carcinoma,0.5818,False
RAB39B,ENSG00000155961,EFO_0000565,leukemia,0.791,False
RAB39B,ENSG00000155961,EFO_0000574,lymphoma,0.7849,False
RAB39B,ENSG00000155961,EFO_0000616,neoplasm,0.9484,False
RAB39B,ENSG00000155961,EFO_0000673,prostate adenocarcinoma,0.9003,False
RAB39B,ENSG00000155961,EFO_0000681,renal cell carcinoma,0.523,False
RAB39B,ENSG00000155961,EFO_0000702,small cell lung carcinoma,0.7023,False
RAB39B,ENSG00000155961,EFO_0000707,squamous cell carcinoma,0.5756,False
RAB39B,ENSG00000155961,EFO_0000756,melanoma,0.9022,False
RAB39B,ENSG00000155961,EFO_0001075,ovarian carcinoma,0.7476,False
RAB39B,ENSG00000155961,EFO_0001378,multiple myeloma,0.7697,False
RAB39B,ENSG00000155961,EFO_0001642,lymphoid neoplasm,0.8832,False
RAB39B,ENSG00000155961,EFO_0001663,prostate carcinoma,0.9424,False
RAB39B,ENSG00000155961,EFO_0002426,neoplasm of mature T-cells or NK-cells,0.9521,False
RAB39B,ENSG00000155961,EFO_0002615,internal carotid artery stenosis,0.547,False
RAB39B,ENSG00000155961,EFO_0002617,metastatic melanoma,0.5935,False
RAB39B,ENSG00000155961,EFO_0002618,pancreatic carcinoma,0.9688,False
RAB39B,ENSG00000155961,EFO_0002938,hypopharyngeal carcinoma,0.6851,False
RAB39B,ENSG00000155961,EFO_0003025,acute megakaryoblastic leukaemia,0.7787,False
RAB39B,ENSG00000155961,EFO_0003026,minimally differentiated acute myeloblastic leukemia,0.9045,False
RAB39B,ENSG00000155961,EFO_0003027,acute myeloblastic leukemia without maturation,0.9669,False
RAB39B,ENSG00000155961,EFO_0003028,acute myeloblastic leukemia with maturation,0.9911,False
RAB39B,ENSG00000155961,EFO_0003050,large cell lung carcinoma,0.8036,False
RAB39B,ENSG00000155961,EFO_0003060,non-small cell lung carcinoma,0.9863,False
RAB39B,ENSG00000155961,EFO_0003859,uterine neoplasm,0.8876,False
RAB39B,ENSG00000155961,EFO_0003860,pancreatic neoplasm,0.5471,False
RAB39B,ENSG00000155961,EFO_0003863,urogenital neoplasm,0.7748,False
RAB39B,ENSG00000155961,EFO_0003866,paranasal sinus neoplasm,0.8314,False
RAB39B,ENSG00000155961,EFO_0003868,mouth neoplasm,0.5664,False
RAB39B,ENSG00000155961,EFO_0003869,breast neoplasm,0.9447,False
RAB39B,ENSG00000155961,EFO_0003876,intermittent vascular claudication,0.5925,False
RAB39B,ENSG00000155961,EFO_0003891,biliary tract neoplasm,0.9328,False
RAB39B,ENSG00000155961,EFO_0004252,nasopharyngeal neoplasm,0.8925,False
RAB39B,ENSG00000155961,EFO_0004284,upper aerodigestive tract neoplasm,0.9877,False
RAB39B,ENSG00000155961,EFO_0004289,lymphoid leukemia,0.9119,False
RAB39B,ENSG00000155961,EFO_0004599,acute graft vs. host disease,0.5222,False
RAB39B,ENSG00000155961,EFO_0004606,gallbladder neoplasm,0.8614,False
RAB39B,ENSG00000155961,EFO_0005232,endometrium adenocarcinoma,0.6068,False
RAB39B,ENSG00000155961,EFO_0005537,triple-negative breast cancer,0.9544,False
RAB39B,ENSG00000155961,EFO_0005540,bile duct carcinoma,0.8234,False
RAB39B,ENSG00000155961,EFO_0005952,non-Hodgkins lymphoma,0.6082,False
RAB39B,ENSG00000155961,EFO_0006352,laryngeal squamous cell carcinoma,0.5137,False
RAB39B,ENSG00000155961,EFO_0006475,plasma cell leukemia,0.5347,False
RAB39B,ENSG00000155961,EFO_0006732,pancreatic adenosquamous carcinoma,0.8265,False
RAB39B,ENSG00000155961,EFO_0006859,head and neck malignant neoplasia,0.5284,False
RAB39B,ENSG00000155961,EFO_0006861,male breast carcinoma,0.9882,False
RAB39B,ENSG00000155961,EFO_0007206,choroid plexus cancer,0.6353,False
RAB39B,ENSG00000155961,EFO_0007270,femoral cancer,0.576,False
RAB39B,ENSG00000155961,EFO_0007532,uterine corpus cancer,0.9539,False
RAB39B,ENSG00000155961,EFO_0007535,verrucous carcinoma,0.8451,False
RAB39B,ENSG00000155961,EFO_0008585,ST Elevation Myocardial Infarction,0.6832,False
RAB39B,ENSG00000155961,EFO_0008586,Non-ST Elevation Myocardial Infarction,0.5383,False
RAB39B,ENSG00000155961,EFO_0009430,neuralgia,0.5628,False
RAB39B,ENSG00000155961,EFO_0009443,BRCAX breast cancer,0.8972,False
RAB39B,ENSG00000155961,EFO_0009523,fecal incontinence,0.5571,False
RAB39B,ENSG00000155961,EFO_0009582,sprain,0.5949,False
RAB39B,ENSG00000155961,EFO_0009780,HER2 negative breast carcinoma,0.9733,False
RAB39B,ENSG00000155961,EFO_0009781,progesterone-receptor negative breast cancer,0.6876,False
RAB39B,ENSG00000155961,EFO_0009782,progesterone-receptor positive breast cancer,0.7577,False
RAB39B,ENSG00000155961,EFO_0009878,drug interaction,0.9534,False
RAB39B,ENSG00000155961,EFO_0010580,blastic plasmacytoid dendritic cell neoplasm,0.8196,False
RAB39B,ENSG00000155961,EFO_0010832,primary central chondrosarcoma,0.8356,False
RAB39B,ENSG00000155961,EFO_0020003,drug toxicity,0.7839,False
RAB39B,ENSG00000155961,EFO_0700108,non-infectious posterior uveitis,0.5336,False
RAB39B,ENSG00000155961,EFO_1000016,anaplastic lung carcinoma,0.5774,False
RAB39B,ENSG00000155961,EFO_1000044,pancreatic adenocarcinoma,0.9067,False
RAB39B,ENSG00000155961,EFO_1000059,cervical artery dissection,0.6067,False
RAB39B,ENSG00000155961,EFO_1000088,Appendix Adenocarcinoma,0.5882,False
RAB39B,ENSG00000155961,EFO_1000131,"Blast Phase Chronic Myelogenous Leukemia, BCR-ABL1 Positive",0.968,False
RAB39B,ENSG00000155961,EFO_1000140,Borderline Ovarian Surface Epithelial-Stromal Tumor,0.5873,False
RAB39B,ENSG00000155961,EFO_1000142,Brain Stem Glioma,0.5729,False
RAB39B,ENSG00000155961,EFO_1000231,Endometrial Clear Cell Adenocarcinoma,0.571,False
RAB39B,ENSG00000155961,EFO_1000234,Endometrial Hyperplasia without Atypia,0.5195,False
RAB39B,ENSG00000155961,EFO_1000238,Endometrial Serous Adenocarcinoma,0.7147,False
RAB39B,ENSG00000155961,EFO_1000248,Extrahepatic Bile Duct Squamous Cell Carcinoma,0.6022,False
RAB39B,ENSG00000155961,EFO_1000251,Fallopian Tube Carcinoma,0.9068,False
RAB39B,ENSG00000155961,EFO_1000253,Fallopian Tube Serous Adenocarcinoma,0.7738,False
RAB39B,ENSG00000155961,EFO_1000294,HER2 Positive Breast Carcinoma,0.8074,False
RAB39B,ENSG00000155961,EFO_1000318,Langerhans Cell Histiocytosis,0.6165,False
RAB39B,ENSG00000155961,EFO_1000357,Malignant Ovarian Brenner Tumor,0.8666,False
RAB39B,ENSG00000155961,EFO_1000407,Olfactory Neuroblastoma,0.8024,False
RAB39B,ENSG00000155961,EFO_1000412,Ovarian Carcinosarcoma,0.8467,False
RAB39B,ENSG00000155961,EFO_1000419,Ovarian Germ Cell Tumor,0.975,False
RAB39B,ENSG00000155961,EFO_1000494,Primary Peritoneal Serous Adenocarcinoma,0.8615,False
RAB39B,ENSG00000155961,EFO_1000550,Splenic Marginal Zone Lymphoma,0.5464,False
RAB39B,ENSG00000155961,EFO_1000616,Uveal Melanoma,0.9572,False
RAB39B,ENSG00000155961,EFO_1000649,estrogen-receptor positive breast cancer,0.8937,False
RAB39B,ENSG00000155961,EFO_1000657,rectum cancer,0.9064,False
RAB39B,ENSG00000155961,EFO_1000789,"osteoarthritis, hand",0.6135,False
RAB39B,ENSG00000155961,EFO_1000866,choroid cancer,0.7014,False
RAB39B,ENSG00000155961,EFO_1001013,lethal midline granuloma,0.9855,False
RAB39B,ENSG00000155961,EFO_1001082,panuveitis,0.6343,False
RAB39B,ENSG00000155961,EFO_1001100,peritoneal neoplasm,0.9886,False
RAB39B,ENSG00000155961,EFO_1001110,pituitary-dependent Cushing's disease,0.9476,False
RAB39B,ENSG00000155961,EFO_1001119,posterior uveitis,0.8194,False
RAB39B,ENSG00000155961,EFO_1001257,acute erythroblastic leukemia,0.9567,False
RAB39B,ENSG00000155961,EFO_1001348,HIV-Associated Lipodystrophy Syndrome,0.9164,False
RAB39B,ENSG00000155961,EFO_1001465,gliosarcoma,0.6548,False
RAB39B,ENSG00000155961,EFO_1001480,metastatic colorectal cancer,0.5704,False
RAB39B,ENSG00000155961,EFO_1001512,endometrial carcinoma,0.6455,False
RAB39B,ENSG00000155961,EFO_1001779,chronic myelomonocytic leukemia,0.5039,False
RAB39B,ENSG00000155961,EFO_1001830,precursor T-cell lymphoblastic leukemia-lymphoma,0.9318,False
RAB39B,ENSG00000155961,EFO_1001932,adult acute megakaryoblastic leukemia,0.9297,False
RAB39B,ENSG00000155961,EFO_1001933,adult acute monocytic leukemia,0.9522,False
RAB39B,ENSG00000155961,EFO_1001934,adult acute myeloid leukemia,0.969,False
RAB39B,ENSG00000155961,EFO_1001935,adult B acute lymphoblastic leukemia,0.8979,False
RAB39B,ENSG00000155961,EFO_1001936,adult T acute lymphoblastic leukemia,0.787,False
RAB39B,ENSG00000155961,EFO_1001943,childhood acute megakaryoblastic leukemia,0.5556,False
RAB39B,ENSG00000155961,EFO_1001944,childhood acute monocytic leukemia,0.5349,False
RAB39B,ENSG00000155961,EFO_1001945,childhood acute myeloid leukemia with maturation,0.9578,False
RAB39B,ENSG00000155961,EFO_1001946,childhood B acute lymphoblastic leukemia,0.8859,False
RAB39B,ENSG00000155961,EFO_1001947,childhood T acute lymphoblastic leukemia,0.8643,False
RAB39B,ENSG00000155961,EFO_1001952,endometrial adenosquamous carcinoma,0.9452,False
RAB39B,ENSG00000155961,EFO_1001953,"endometrial endometrioid adenocarcinoma, variant with squamous differentiation",0.8473,False
RAB39B,ENSG00000155961,EFO_1001958,high grade ovarian serous adenocarcinoma,0.9964,False
RAB39B,ENSG00000155961,EFO_1001959,hilar cholangiocarcinoma,0.8341,False
RAB39B,ENSG00000155961,EFO_1001963,ovarian mucinous cystadenocarcinoma,0.8925,False
RAB39B,ENSG00000155961,EFO_1001969,"squamous cell breast carcinoma, acantholytic variant",0.5348,False
RAB39B,ENSG00000155961,EFO_1001973,ureter urothelial carcinoma,0.774,False
RAB39B,ENSG00000155961,EFO_1002001,core binding factor acute myeloid leukemia,0.9786,False
RAB39B,ENSG00000155961,EFO_1002015,HPV-associated cervical carcinoma,0.6703,False
RAB39B,ENSG00000155961,Orphanet_145,Hereditary breast and ovarian cancer syndrome,0.954,False
RAB39B,ENSG00000155961,Orphanet_273,Steinert myotonic dystrophy,0.7936,False
RAB39B,ENSG00000155961,Orphanet_325690,Genetic disorder of sex development,0.8044,False
RAB3A,ENSG00000105649,MONDO_0013000,porphyria due to ALA dehydratase deficiency,0.5114,False
RAB3A,ENSG00000105649,MONDO_0018060,congenital fibrinogen deficiency,0.7504,False
RAB3A,ENSG00000105649,MONDO_0024327,chronic renal failure syndrome,0.8338,False
RAB3A,ENSG00000105649,MONDO_0024417,perceptual disorders,0.6212,False
RAB3A,ENSG00000105649,EFO_0020003,drug toxicity,0.9005,False
RAB3A,ENSG00000105649,EFO_1000466,Penile Fibromatosis,0.609,False
RAB3A,ENSG00000105649,EFO_1000727,lipodystrophy,0.6499,False
RAB3A,ENSG00000105649,EFO_1001159,Rh isoimmunization,0.9199,False
RAB3A,ENSG00000105649,EFO_1001348,HIV-Associated Lipodystrophy Syndrome,0.6889,False
RAB3A,ENSG00000105649,EFO_1001799,incomplete abortion,0.8914,False
RAB3A,ENSG00000105649,Orphanet_927,Hyperammonemia due to N-acetylglutamate synthetase deficiency,0.6199,False
RAB3B,ENSG00000169213,MONDO_0001879,anus cancer,0.6373,False
RAB3B,ENSG00000169213,MONDO_0002087,peritoneum cancer,0.5095,False
RAB3B,ENSG00000169213,MONDO_0002158,fallopian tube cancer,0.5754,False
RAB3B,ENSG00000169213,MONDO_0002995,"small intestine neuroendocrine tumor, well differentiated, low or intermediate grade",0.7478,False
RAB3B,ENSG00000169213,MONDO_0003090,extrahepatic bile duct carcinoma,0.6289,False
RAB3B,ENSG00000169213,MONDO_0003196,appendix carcinoma,0.5304,False
RAB3B,ENSG00000169213,MONDO_0003541,adult acute lymphoblastic leukemia,0.6111,False
RAB3B,ENSG00000169213,MONDO_0004111,refractory hematologic cancer,0.7838,False
RAB3B,ENSG00000169213,MONDO_0008318,Proteus syndrome,0.6667,False
RAB3B,ENSG00000169213,MONDO_0019456,acute myeloid leukemia with multilineage dysplasia,0.6126,False
RAB3B,ENSG00000169213,MONDO_0019457,therapy related acute myeloid leukemia and myelodysplastic syndrome,0.5921,False
RAB3B,ENSG00000169213,MONDO_0020690,adult glioblastoma,0.6883,False
RAB3B,ENSG00000169213,MONDO_0024327,chronic renal failure syndrome,0.9361,False
RAB3B,ENSG00000169213,MONDO_0044710,lip and oral cavity squamous cell carcinoma,0.7068,False
RAB3B,ENSG00000169213,MONDO_0044964,oral cavity mucoepidermoid carcinoma,0.8435,False
RAB3B,ENSG00000169213,EFO_0000096,neoplasm of mature B-cells,0.726,False
RAB3B,ENSG00000169213,EFO_0000616,neoplasm,0.6099,False
RAB3B,ENSG00000169213,EFO_0002426,neoplasm of mature T-cells or NK-cells,0.6862,False
RAB3B,ENSG00000169213,EFO_0002618,pancreatic carcinoma,0.5063,False
RAB3B,ENSG00000169213,EFO_0003028,acute myeloblastic leukemia with maturation,0.8777,False
RAB3B,ENSG00000169213,EFO_0003060,non-small cell lung carcinoma,0.7199,False
RAB3B,ENSG00000169213,EFO_0003876,intermittent vascular claudication,0.6084,False
RAB3B,ENSG00000169213,EFO_0004284,upper aerodigestive tract neoplasm,0.9128,False
RAB3B,ENSG00000169213,EFO_0009780,HER2 negative breast carcinoma,0.5603,False
RAB3B,ENSG00000169213,EFO_0009878,drug interaction,0.7617,False
RAB3B,ENSG00000169213,EFO_0020003,drug toxicity,0.9225,False
RAB3B,ENSG00000169213,EFO_1000251,Fallopian Tube Carcinoma,0.6446,False
RAB3B,ENSG00000169213,EFO_1000419,Ovarian Germ Cell Tumor,0.6942,False
RAB3B,ENSG00000169213,EFO_1000727,lipodystrophy,0.6092,False
RAB3B,ENSG00000169213,EFO_1001013,lethal midline granuloma,0.8193,False
RAB3B,ENSG00000169213,EFO_1001100,peritoneal neoplasm,0.909,False
RAB3B,ENSG00000169213,EFO_1001110,pituitary-dependent Cushing's disease,0.7702,False
RAB3B,ENSG00000169213,EFO_1001159,Rh isoimmunization,0.6395,False
RAB3B,ENSG00000169213,EFO_1001348,HIV-Associated Lipodystrophy Syndrome,0.9008,False
RAB3B,ENSG00000169213,EFO_1001799,incomplete abortion,0.86,False
RAB3B,ENSG00000169213,EFO_1001934,adult acute myeloid leukemia,0.6621,False
RAB3B,ENSG00000169213,EFO_1001945,childhood acute myeloid leukemia with maturation,0.5574,False
RAB3B,ENSG00000169213,EFO_1001958,high grade ovarian serous adenocarcinoma,0.9295,False
RAB3C,ENSG00000152932,MONDO_0001852,small intestine lymphoma,0.6732,False
RAB3C,ENSG00000152932,MONDO_0001879,anus cancer,0.8726,False
RAB3C,ENSG00000152932,MONDO_0002087,peritoneum cancer,0.6689,False
RAB3C,ENSG00000152932,MONDO_0002158,fallopian tube cancer,0.7242,False
RAB3C,ENSG00000152932,MONDO_0002225,ovarian sarcoma,0.6335,False
RAB3C,ENSG00000152932,MONDO_0002586,thymus cancer,0.5849,False
RAB3C,ENSG00000152932,MONDO_0002833,fallopian tube transitional cell carcinoma,0.5378,False
RAB3C,ENSG00000152932,MONDO_0002995,"small intestine neuroendocrine tumor, well differentiated, low or intermediate grade",0.8595,False
RAB3C,ENSG00000152932,MONDO_0003090,extrahepatic bile duct carcinoma,0.8037,False
RAB3C,ENSG00000152932,MONDO_0003196,appendix carcinoma,0.7764,False
RAB3C,ENSG00000152932,MONDO_0003478,childhood ependymoma,0.5595,False
RAB3C,ENSG00000152932,MONDO_0003541,adult acute lymphoblastic leukemia,0.8522,False
RAB3C,ENSG00000152932,MONDO_0003666,fallopian tube endometrioid adenocarcinoma,0.6277,False
RAB3C,ENSG00000152932,MONDO_0003869,childhood brain stem glioma,0.66,False
RAB3C,ENSG00000152932,MONDO_0003874,ovarian serous surface papillary adenocarcinoma,0.6043,False
RAB3C,ENSG00000152932,MONDO_0004111,refractory hematologic cancer,0.9014,False
RAB3C,ENSG00000152932,MONDO_0004180,benign urinary system neoplasm,0.5377,False
RAB3C,ENSG00000152932,MONDO_0004222,ovarian clear cell cystadenocarcinoma,0.6979,False
RAB3C,ENSG00000152932,MONDO_0004992,cancer,0.5577,False
RAB3C,ENSG00000152932,MONDO_0008318,Proteus syndrome,0.8109,False
RAB3C,ENSG00000152932,MONDO_0018521,squamous cell carcinoma of pancreas,0.6385,False
RAB3C,ENSG00000152932,MONDO_0019456,acute myeloid leukemia with multilineage dysplasia,0.846,False
RAB3C,ENSG00000152932,MONDO_0019457,therapy related acute myeloid leukemia and myelodysplastic syndrome,0.8156,False
RAB3C,ENSG00000152932,MONDO_0020077,myelodysplastic/myeloproliferative disease,0.5866,False
RAB3C,ENSG00000152932,MONDO_0020657,human papillomavirus-related squamous cell carcinoma,0.6998,False
RAB3C,ENSG00000152932,MONDO_0020690,adult glioblastoma,0.8017,False
RAB3C,ENSG00000152932,MONDO_0024327,chronic renal failure syndrome,0.9199,False
RAB3C,ENSG00000152932,MONDO_0044710,lip and oral cavity squamous cell carcinoma,0.8255,False
RAB3C,ENSG00000152932,MONDO_0044787,nasal cavity and paranasal sinus squamous cell carcinoma,0.6478,False
RAB3C,ENSG00000152932,MONDO_0044889,high grade B-cell lymphoma,0.5239,False
RAB3C,ENSG00000152932,MONDO_0044903,myelofibrosis,0.6866,False
RAB3C,ENSG00000152932,MONDO_0044964,oral cavity mucoepidermoid carcinoma,0.9461,False
RAB3C,ENSG00000152932,MONDO_0045056,grade II meningioma,0.584,False
RAB3C,ENSG00000152932,EFO_0000096,neoplasm of mature B-cells,0.8838,False
RAB3C,ENSG00000152932,EFO_0000198,myelodysplastic syndrome,0.6053,False
RAB3C,ENSG00000152932,EFO_0000221,acute monocytic leukemia,0.5102,False
RAB3C,ENSG00000152932,EFO_0000330,childhood acute myeloid leukemia,0.7356,False
RAB3C,ENSG00000152932,EFO_0000616,neoplasm,0.7556,False
RAB3C,ENSG00000152932,EFO_0002426,neoplasm of mature T-cells or NK-cells,0.8812,False
RAB3C,ENSG00000152932,EFO_0002618,pancreatic carcinoma,0.6986,False
RAB3C,ENSG00000152932,EFO_0003027,acute myeloblastic leukemia without maturation,0.7923,False
RAB3C,ENSG00000152932,EFO_0003028,acute myeloblastic leukemia with maturation,0.9636,False
RAB3C,ENSG00000152932,EFO_0003060,non-small cell lung carcinoma,0.8306,False
RAB3C,ENSG00000152932,EFO_0003876,intermittent vascular claudication,0.511,False
RAB3C,ENSG00000152932,EFO_0004284,upper aerodigestive tract neoplasm,0.9409,False
RAB3C,ENSG00000152932,EFO_0004289,lymphoid leukemia,0.5009,False
RAB3C,ENSG00000152932,EFO_0004599,acute graft vs. host disease,0.5308,False
RAB3C,ENSG00000152932,EFO_0006861,male breast carcinoma,0.7189,False
RAB3C,ENSG00000152932,EFO_0009582,sprain,0.5434,False
RAB3C,ENSG00000152932,EFO_0009780,HER2 negative breast carcinoma,0.7585,False
RAB3C,ENSG00000152932,EFO_0009878,drug interaction,0.8357,False
RAB3C,ENSG00000152932,EFO_0010580,blastic plasmacytoid dendritic cell neoplasm,0.7728,False
RAB3C,ENSG00000152932,EFO_0010832,primary central chondrosarcoma,0.5522,False
RAB3C,ENSG00000152932,EFO_0020003,drug toxicity,0.9294,False
RAB3C,ENSG00000152932,EFO_1000131,"Blast Phase Chronic Myelogenous Leukemia, BCR-ABL1 Positive",0.6081,False
RAB3C,ENSG00000152932,EFO_1000251,Fallopian Tube Carcinoma,0.8245,False
RAB3C,ENSG00000152932,EFO_1000253,Fallopian Tube Serous Adenocarcinoma,0.5963,False
RAB3C,ENSG00000152932,EFO_1000412,Ovarian Carcinosarcoma,0.5591,False
RAB3C,ENSG00000152932,EFO_1000419,Ovarian Germ Cell Tumor,0.8404,False
RAB3C,ENSG00000152932,EFO_1000494,Primary Peritoneal Serous Adenocarcinoma,0.7396,False
RAB3C,ENSG00000152932,EFO_1000616,Uveal Melanoma,0.5514,False
RAB3C,ENSG00000152932,EFO_1001013,lethal midline granuloma,0.9436,False
RAB3C,ENSG00000152932,EFO_1001100,peritoneal neoplasm,0.9565,False
RAB3C,ENSG00000152932,EFO_1001110,pituitary-dependent Cushing's disease,0.8173,False
RAB3C,ENSG00000152932,EFO_1001257,acute erythroblastic leukemia,0.8001,False
RAB3C,ENSG00000152932,EFO_1001348,HIV-Associated Lipodystrophy Syndrome,0.866,False
RAB3C,ENSG00000152932,EFO_1001799,incomplete abortion,0.7803,False
RAB3C,ENSG00000152932,EFO_1001932,adult acute megakaryoblastic leukemia,0.5726,False
RAB3C,ENSG00000152932,EFO_1001933,adult acute monocytic leukemia,0.7357,False
RAB3C,ENSG00000152932,EFO_1001934,adult acute myeloid leukemia,0.8807,False
RAB3C,ENSG00000152932,EFO_1001935,adult B acute lymphoblastic leukemia,0.528,False
RAB3C,ENSG00000152932,EFO_1001945,childhood acute myeloid leukemia with maturation,0.8458,False
RAB3C,ENSG00000152932,EFO_1001946,childhood B acute lymphoblastic leukemia,0.5418,False
RAB3C,ENSG00000152932,EFO_1001947,childhood T acute lymphoblastic leukemia,0.5709,False
RAB3C,ENSG00000152932,EFO_1001952,endometrial adenosquamous carcinoma,0.5896,False
RAB3C,ENSG00000152932,EFO_1001958,high grade ovarian serous adenocarcinoma,0.9735,False
RAB3C,ENSG00000152932,EFO_1001959,hilar cholangiocarcinoma,0.5139,False
RAB3C,ENSG00000152932,EFO_1001963,ovarian mucinous cystadenocarcinoma,0.5033,False
RAB3C,ENSG00000152932,EFO_1002001,core binding factor acute myeloid leukemia,0.7442,False
RAB3C,ENSG00000152932,Orphanet_145,Hereditary breast and ovarian cancer syndrome,0.6021,False
RAB3D,ENSG00000105514,MONDO_0002995,"small intestine neuroendocrine tumor, well differentiated, low or intermediate grade",0.6731,False
RAB3D,ENSG00000105514,MONDO_0004111,refractory hematologic cancer,0.8485,False
RAB3D,ENSG00000105514,MONDO_0020690,adult glioblastoma,0.6714,False
RAB3D,ENSG00000105514,MONDO_0024327,chronic renal failure syndrome,0.8819,False
RAB3D,ENSG00000105514,MONDO_0044710,lip and oral cavity squamous cell carcinoma,0.6723,False
RAB3D,ENSG00000105514,MONDO_0044964,oral cavity mucoepidermoid carcinoma,0.7239,False
RAB3D,ENSG00000105514,EFO_0002426,neoplasm of mature T-cells or NK-cells,0.5832,False
RAB3D,ENSG00000105514,EFO_0003028,acute myeloblastic leukemia with maturation,0.7302,False
RAB3D,ENSG00000105514,EFO_0004284,upper aerodigestive tract neoplasm,0.7875,False
RAB3D,ENSG00000105514,EFO_0009878,drug interaction,0.6678,False
RAB3D,ENSG00000105514,EFO_0020003,drug toxicity,0.9422,False
RAB3D,ENSG00000105514,EFO_1000251,Fallopian Tube Carcinoma,0.5916,False
RAB3D,ENSG00000105514,EFO_1000466,Penile Fibromatosis,0.6452,False
RAB3D,ENSG00000105514,EFO_1001013,lethal midline granuloma,0.6829,False
RAB3D,ENSG00000105514,EFO_1001100,peritoneal neoplasm,0.8527,False
