ensembl_gene_id,gene_symbol,druggability_tier,small_mol_druggable,bio_druggable,adme_gene
ENSG00000175634,RPS6KB2,Tier 2,Y,N,N
ENSG00000176170,SPHK1,Tier 2,Y,N,N
ENSG00000176393,RNPEP,Tier 2,Y,Y,N
ENSG00000176978,DPP7,Tier 2,Y,Y,N
ENSG00000177239,MAN1B1,Tier 2,Y,N,N
ENSG00000177272,KCNA3,Tier 2,Y,N,N
ENSG00000177453,NIM1K,Tier 2,Y,N,N
ENSG00000177463,NR2C2,Tier 2,Y,N,N
ENSG00000177602,GSG2,Tier 2,Y,N,N
ENSG00000177606,JUN,Tier 2,Y,N,N
ENSG00000177889,UBE2N,Tier 2,Y,N,N
ENSG00000177954,RPS27,Tier 2,Y,N,N
ENSG00000178700,DHFRL1,Tier 2,Y,N,N
ENSG00000178802,MPI,Tier 2,Y,N,N
ENSG00000179163,FUCA1,Tier 2,Y,N,N
ENSG00000179295,PTPN11,Tier 2,Y,N,N
ENSG00000179335,CLK3,Tier 2,Y,N,N
ENSG00000179934,CCR8,Tier 2,Y,Y,N
ENSG00000180138,CSNK1A1L,Tier 2,Y,N,N
ENSG00000180509,KCNE1,Tier 2,Y,N,N
ENSG00000180644,PRF1,Tier 2,Y,Y,N
ENSG00000181090,EHMT1,Tier 2,Y,N,N
ENSG00000181163,NPM1,Tier 2,Y,N,N
ENSG00000182240,BACE2,Tier 2,Y,Y,N
ENSG00000182326,C1S,Tier 2,Y,Y,N
ENSG00000182511,FES,Tier 2,Y,N,N
ENSG00000182674,KCNB2,Tier 2,Y,N,N
ENSG00000183625,CCR3,Tier 2,Y,Y,N
ENSG00000183696,UPP1,Tier 2,Y,N,N
ENSG00000183729,NPBWR1,Tier 2,Y,Y,N
ENSG00000184007,PTP4A2,Tier 2,Y,N,N
ENSG00000184185,KCNJ12,Tier 2,Y,Y,N
ENSG00000184381,PLA2G6,Tier 2,Y,N,N
ENSG00000184470,TXNRD2,Tier 2,Y,N,N
ENSG00000184574,LPAR5,Tier 2,Y,Y,N
ENSG00000184611,KCNH7,Tier 2,Y,N,N
ENSG00000185000,DGAT1,Tier 2,Y,N,N
ENSG00000185149,NPY2R,Tier 2,Y,Y,N
ENSG00000185238,PRMT3,Tier 2,Y,N,N
ENSG00000185518,SV2B,Tier 2,Y,N,N
ENSG00000185532,PRKG1,Tier 2,Y,N,N
ENSG00000185624,P4HB,Tier 2,Y,Y,N
ENSG00000186111,PIP5K1C,Tier 2,Y,N,N
ENSG00000186188,FFAR4,Tier 2,Y,Y,N
ENSG00000186642,PDE2A,Tier 2,Y,N,N
ENSG00000186810,CXCR3,Tier 2,Y,Y,N
ENSG00000187021,PNLIPRP1,Tier 2,Y,Y,N
ENSG00000187098,MITF,Tier 2,Y,N,N
ENSG00000187555,USP7,Tier 2,Y,N,N
ENSG00000187688,TRPV2,Tier 2,Y,N,N
ENSG00000187714,SLC18A3,Tier 2,Y,N,N
ENSG00000187733,AMY1C,Tier 2,Y,Y,N
ENSG00000187848,P2RX2,Tier 2,Y,N,N
ENSG00000187980,PLA2G2C,Tier 2,Y,N,N
ENSG00000188037,CLCN1,Tier 2,Y,N,N
ENSG00000188322,SBK1,Tier 2,Y,N,N
ENSG00000188828,GLRA4,Tier 2,Y,N,N
ENSG00000189043,NDUFA4,Tier 2,Y,N,N
ENSG00000196277,GRM7,Tier 2,Y,N,N
ENSG00000196363,WDR5,Tier 2,Y,N,N
ENSG00000196396,PTPN1,Tier 2,Y,N,N
ENSG00000196482,ESRRG,Tier 2,Y,N,N
ENSG00000196632,WNK3,Tier 2,Y,N,N
ENSG00000197168,NEK5,Tier 2,Y,N,N
ENSG00000197405,C5AR1,Tier 2,Y,Y,N
ENSG00000197763,TXNRD3,Tier 2,Y,N,N
ENSG00000197943,PLCG2,Tier 2,Y,N,N
ENSG00000198161,PPIAL4C,Tier 2,N,Y,N
ENSG00000198211,TUBB3,Tier 2,Y,Y,N
ENSG00000198225,FKBP1C,Tier 2,Y,N,N
ENSG00000198380,GFPT1,Tier 2,Y,N,N
ENSG00000198408,MGEA5,Tier 2,Y,N,N
ENSG00000198586,TLK1,Tier 2,Y,N,N
ENSG00000198626,RYR2,Tier 2,Y,N,N
ENSG00000198648,STK39,Tier 2,Y,N,N
ENSG00000198668,CALM1,Tier 2,Y,Y,N
ENSG00000198712,MT-CO2,Tier 2,Y,N,N
ENSG00000198743,SLC5A3,Tier 2,Y,N,N
ENSG00000198752,CDC42BPB,Tier 2,Y,N,N
ENSG00000198829,SUCNR1,Tier 2,Y,Y,N
ENSG00000198873,GRK5,Tier 2,Y,N,N
ENSG00000198886,MT-ND4,Tier 2,Y,N,N
ENSG00000198911,SREBF2,Tier 2,Y,N,N
ENSG00000198959,TGM2,Tier 2,Y,N,N
ENSG00000203857,HSD3B1,Tier 2,Y,N,N
ENSG00000204020,LIPN,Tier 2,Y,N,N
ENSG00000204021,LIPK,Tier 2,Y,N,N
ENSG00000204022,LIPJ,Tier 2,Y,N,N
ENSG00000204217,BMPR2,Tier 2,Y,N,N
ENSG00000204256,BRD2,Tier 2,Y,N,N
ENSG00000204371,EHMT2,Tier 2,Y,N,N
ENSG00000204388,HSPA1B,Tier 2,Y,N,N
ENSG00000204389,HSPA1A,Tier 2,Y,N,N
ENSG00000204673,AKT1S1,Tier 2,Y,N,N
ENSG00000205560,CPT1B,Tier 2,Y,N,N
ENSG00000205595,AREGB,Tier 2,Y,Y,N
ENSG00000206203,TSSK2,Tier 2,Y,N,N
ENSG00000211455,STK38L,Tier 2,Y,N,N
ENSG00000213199,ASIC3,Tier 2,Y,N,N
ENSG00000213906,LTB4R2,Tier 2,Y,Y,N
ENSG00000214517,PPME1,Tier 2,Y,N,N
ENSG00000215301,DDX3X,Tier 2,Y,N,N
ENSG00000222028,PSMB11,Tier 2,Y,N,N
ENSG00000229183,PGA4,Tier 2,Y,Y,N
ENSG00000229859,PGA3,Tier 2,Y,Y,N
ENSG00000231274,SBK3,Tier 2,Y,N,N
ENSG00000235268,KDM4E,Tier 2,Y,N,N
ENSG00000236334,PPIAL4G,Tier 2,N,Y,N
ENSG00000237763,AMY1A,Tier 2,Y,Y,N
ENSG00000239713,APOBEC3G,Tier 2,Y,N,N
ENSG00000240038,AMY2B,Tier 2,Y,Y,N
ENSG00000240344,PPIL3,Tier 2,N,Y,N
ENSG00000240972,MIF,Tier 2,Y,Y,N
ENSG00000243708,PLA2G4B,Tier 2,Y,Y,N
ENSG00000244734,HBB,Tier 2,Y,N,N
ENSG00000248333,CDK11B,Tier 2,Y,N,N
ENSG00000250506,CDK3,Tier 2,Y,N,N
ENSG00000253729,PRKDC,Tier 2,Y,N,N
ENSG00000255346,NOX5,Tier 2,Y,N,N
ENSG00000255398,HCAR3,Tier 2,Y,Y,N
ENSG00000255854,PPIAL4B,Tier 2,N,Y,N
ENSG00000255963,PPIAL4A,Tier 2,N,Y,N
ENSG00000256374,PPIAL4D,Tier 2,N,Y,N
ENSG00000257008,GPR142,Tier 2,Y,N,N
ENSG00000257743,,Tier 2,Y,N,N
ENSG00000258643,BCL2L2-PABPN1,Tier 2,Y,N,N
ENSG00000259753,,Tier 2,Y,Y,N
ENSG00000262304,,Tier 2,Y,N,N
ENSG00000263620,,Tier 2,N,Y,N
ENSG00000264813,,Tier 2,Y,N,N
ENSG00000268500,,Tier 2,N,Y,N
ENSG00000000971,CFH,Tier 3A,N,Y,N
ENSG00000002745,WNT16,Tier 3A,N,Y,N
ENSG00000003056,M6PR,Tier 3A,N,Y,N
ENSG00000003436,TFPI,Tier 3A,N,Y,N
ENSG00000004939,SLC4A1,Tier 3A,N,Y,N
ENSG00000006016,CRLF1,Tier 3A,N,Y,N
ENSG00000007062,PROM1,Tier 3A,N,Y,N
ENSG00000008517,IL32,Tier 3A,N,Y,N
ENSG00000009694,TENM1,Tier 3A,N,Y,N
ENSG00000009724,MASP2,Tier 3A,N,Y,N
ENSG00000010278,CD9,Tier 3A,N,Y,N
ENSG00000010319,SEMA3G,Tier 3A,N,Y,N
ENSG00000010704,HFE,Tier 3A,N,Y,N
ENSG00000011028,MRC2,Tier 3A,N,Y,N
ENSG00000011083,SLC6A7,Tier 3A,Y,N,N
ENSG00000012223,LTF,Tier 3A,N,Y,N
ENSG00000018236,CNTN1,Tier 3A,N,Y,N
ENSG00000019102,VSIG2,Tier 3A,N,Y,N
ENSG00000021645,NRXN3,Tier 3A,N,Y,N
ENSG00000023318,ERP44,Tier 3A,N,Y,N
ENSG00000026103,FAS,Tier 3A,N,Y,N
ENSG00000026297,RNASET2,Tier 3A,N,Y,N
ENSG00000029559,IBSP,Tier 3A,N,Y,N
ENSG00000030582,GRN,Tier 3A,N,Y,N
ENSG00000035862,TIMP2,Tier 3A,N,Y,N
ENSG00000038002,AGA,Tier 3A,N,Y,N
ENSG00000038427,VCAN,Tier 3A,N,Y,N
ENSG00000039068,CDH1,Tier 3A,N,Y,N
ENSG00000039537,C6,Tier 3A,N,Y,N
ENSG00000040608,RTN4R,Tier 3A,Y,Y,N
ENSG00000042781,USH2A,Tier 3A,N,Y,N
ENSG00000042832,TG,Tier 3A,Y,Y,N
ENSG00000042980,ADAM28,Tier 3A,N,Y,N
ENSG00000047457,CP,Tier 3A,N,Y,N
ENSG00000048462,TNFRSF17,Tier 3A,N,Y,N
ENSG00000049130,KITLG,Tier 3A,N,Y,N
ENSG00000049192,ADAMTS6,Tier 3A,N,Y,N
ENSG00000049323,LTBP1,Tier 3A,N,Y,N
ENSG00000050165,DKK3,Tier 3A,N,Y,N
ENSG00000050767,COL23A1,Tier 3A,N,Y,N
ENSG00000052344,PRSS8,Tier 3A,N,Y,N
ENSG00000053108,FSTL4,Tier 3A,N,Y,N
ENSG00000054983,GALC,Tier 3A,N,Y,N
ENSG00000055955,ITIH4,Tier 3A,N,Y,N
ENSG00000055957,ITIH1,Tier 3A,N,Y,N
ENSG00000058668,ATP2B4,Tier 3A,Y,N,N
ENSG00000060237,WNK1,Tier 3A,Y,N,N
ENSG00000060718,COL11A1,Tier 3A,N,Y,N
ENSG00000061492,WNT8A,Tier 3A,N,Y,N
ENSG00000064205,WISP2,Tier 3A,N,Y,N
ENSG00000065320,NTN1,Tier 3A,N,Y,N
ENSG00000065618,COL17A1,Tier 3A,N,Y,N
ENSG00000067842,ATP2B3,Tier 3A,Y,N,N
ENSG00000068001,HYAL2,Tier 3A,N,Y,N
ENSG00000069667,RORA,Tier 3A,Y,N,N
ENSG00000069702,TGFBR3,Tier 3A,N,Y,N
ENSG00000070031,SCT,Tier 3A,N,Y,N
ENSG00000070081,NUCB2,Tier 3A,N,Y,N
ENSG00000070193,FGF10,Tier 3A,N,Y,N
ENSG00000071073,MGAT4A,Tier 3A,N,Y,N
ENSG00000071127,WDR1,Tier 3A,N,Y,N
ENSG00000071677,PRLH,Tier 3A,N,Y,N
ENSG00000072071,LPHN1,Tier 3A,N,Y,N
ENSG00000072110,ACTN1,Tier 3A,N,Y,N
ENSG00000072315,TRPC5,Tier 3A,Y,N,N
ENSG00000073008,PVR,Tier 3A,N,Y,N
ENSG00000073754,CD5L,Tier 3A,N,Y,N
ENSG00000073849,ST6GAL1,Tier 3A,N,Y,N
ENSG00000074370,ATP2A3,Tier 3A,Y,N,N
ENSG00000074527,NTN4,Tier 3A,N,Y,N
ENSG00000075213,SEMA3A,Tier 3A,N,Y,N
ENSG00000075223,SEMA3C,Tier 3A,N,Y,N
ENSG00000077942,FBLN1,Tier 3A,N,Y,N
ENSG00000077943,ITGA8,Tier 3A,N,Y,N
ENSG00000078081,LAMP3,Tier 3A,N,Y,N
ENSG00000079557,AFM,Tier 3A,N,Y,N
ENSG00000079689,SCGN,Tier 3A,N,Y,N
ENSG00000080910,CFHR2,Tier 3A,N,Y,N
ENSG00000081041,CXCL2,Tier 3A,N,Y,N
ENSG00000081052,COL4A4,Tier 3A,N,Y,N
ENSG00000083444,PLOD1,Tier 3A,N,Y,N
ENSG00000085117,CD82,Tier 3A,N,Y,N
ENSG00000085741,WNT11,Tier 3A,N,Y,N
ENSG00000086062,B4GALT1,Tier 3A,N,Y,N
ENSG00000086289,EPDR1,Tier 3A,N,Y,N
ENSG00000087116,ADAMTS2,Tier 3A,N,Y,N
ENSG00000087303,NID2,Tier 3A,N,Y,N
ENSG00000087460,GNAS,Tier 3A,N,Y,N
ENSG00000088298,EDEM2,Tier 3A,N,Y,N
ENSG00000088782,DEFB127,Tier 3A,N,Y,N
ENSG00000088882,CPXM1,Tier 3A,N,Y,N
ENSG00000089012,SIRPG,Tier 3A,N,Y,N
ENSG00000089127,OAS1,Tier 3A,N,Y,N
ENSG00000089199,CHGB,Tier 3A,N,Y,N
ENSG00000089248,ERP29,Tier 3A,N,Y,N
ENSG00000090539,CHRD,Tier 3A,N,Y,N
ENSG00000090554,FLT3LG,Tier 3A,N,Y,N
ENSG00000091140,DLD,Tier 3A,Y,N,N
ENSG00000091409,ITGA6,Tier 3A,N,Y,N
ENSG00000091513,TF,Tier 3A,N,Y,N
ENSG00000091583,APOH,Tier 3A,N,Y,N
ENSG00000091986,CCDC80,Tier 3A,N,Y,N
ENSG00000092439,TRPM7,Tier 3A,Y,N,N
ENSG00000092758,COL9A3,Tier 3A,N,Y,N
ENSG00000095110,NXPE1,Tier 3A,N,Y,N
ENSG00000095587,TLL2,Tier 3A,N,Y,N
ENSG00000095713,CRTAC1,Tier 3A,N,Y,N
ENSG00000095752,IL11,Tier 3A,N,Y,N
ENSG00000096264,NCR2,Tier 3A,N,Y,N
ENSG00000096395,MLN,Tier 3A,N,Y,N
ENSG00000099139,PCSK5,Tier 3A,N,Y,N
ENSG00000099308,MAST3,Tier 3A,Y,N,N
ENSG00000099769,IGFALS,Tier 3A,N,Y,N
ENSG00000100031,GGT1,Tier 3A,N,Y,N
ENSG00000100060,MFNG,Tier 3A,N,Y,N
ENSG00000100100,PIK3IP1,Tier 3A,N,Y,N
ENSG00000100292,HMOX1,Tier 3A,N,Y,N
ENSG00000100311,PDGFB,Tier 3A,N,Y,N
ENSG00000100342,APOL1,Tier 3A,N,Y,N
ENSG00000100368,CSF2RB,Tier 3A,N,Y,N
ENSG00000100450,GZMH,Tier 3A,N,Y,N
ENSG00000100665,SERPINA4,Tier 3A,N,Y,N
ENSG00000100749,VRK1,Tier 3A,Y,N,N
ENSG00000100979,PLTP,Tier 3A,N,Y,N
ENSG00000101000,PROCR,Tier 3A,N,Y,N
ENSG00000101203,COL20A1,Tier 3A,N,Y,N
ENSG00000101280,ANGPT4,Tier 3A,N,Y,N
ENSG00000101307,SIRPB1,Tier 3A,N,Y,N
ENSG00000101327,PDYN,Tier 3A,N,Y,N
ENSG00000101384,JAG1,Tier 3A,N,Y,N
ENSG00000101425,BPI,Tier 3A,N,Y,N
ENSG00000101435,CST9L,Tier 3A,N,Y,N
ENSG00000101439,CST3,Tier 3A,N,Y,N
ENSG00000101443,WFDC2,Tier 3A,N,Y,N
ENSG00000101446,SPINT3,Tier 3A,N,Y,N
ENSG00000101938,CHRDL1,Tier 3A,N,Y,N
ENSG00000102575,ACP5,Tier 3A,N,Y,N
ENSG00000102678,FGF9,Tier 3A,N,Y,N
ENSG00000103044,HAS3,Tier 3A,N,Y,N
ENSG00000103066,PLA2G15,Tier 3A,N,Y,N
ENSG00000103196,CRISPLD2,Tier 3A,N,Y,N
ENSG00000103260,METRN,Tier 3A,N,Y,N
ENSG00000103522,IL21R,Tier 3A,N,Y,N
ENSG00000104112,SCG3,Tier 3A,N,Y,N
ENSG00000104324,CPQ,Tier 3A,N,Y,N
ENSG00000104415,WISP1,Tier 3A,N,Y,N
ENSG00000104432,IL7,Tier 3A,N,Y,N
ENSG00000104760,FGL1,Tier 3A,N,Y,N
ENSG00000104870,FCGRT,Tier 3A,N,Y,N
ENSG00000104899,AMH,Tier 3A,N,Y,N
ENSG00000104901,DKKL1,Tier 3A,N,Y,N
ENSG00000104918,RETN,Tier 3A,N,Y,N
ENSG00000105088,OLFM2,Tier 3A,N,Y,N
ENSG00000105371,ICAM4,Tier 3A,N,Y,N
ENSG00000105550,FGF21,Tier 3A,N,Y,N
ENSG00000105609,LILRB5,Tier 3A,N,Y,N
ENSG00000105711,SCN1B,Tier 3A,N,Y,N
ENSG00000105825,TFPI2,Tier 3A,N,Y,N
ENSG00000105989,WNT2,Tier 3A,N,Y,N
ENSG00000106080,FKBP14,Tier 3A,Y,Y,N
ENSG00000106333,PCOLCE,Tier 3A,N,Y,N
ENSG00000106483,SFRP4,Tier 3A,N,Y,N
ENSG00000106624,AEBP1,Tier 3A,N,Y,N
ENSG00000106692,FKTN,Tier 3A,N,Y,N
ENSG00000107317,PTGDS,Tier 3A,N,Y,N
ENSG00000107331,ABCA2,Tier 3A,Y,N,N
ENSG00000107562,CXCL12,Tier 3A,N,Y,N
ENSG00000107738,C10orf54,Tier 3A,N,Y,N
ENSG00000107742,SPOCK2,Tier 3A,N,Y,N
ENSG00000107789,MINPP1,Tier 3A,N,Y,N
ENSG00000108342,CSF3,Tier 3A,N,Y,N
ENSG00000108684,ASIC2,Tier 3A,N,Y,N
ENSG00000108688,CCL7,Tier 3A,N,Y,N
ENSG00000108821,COL1A1,Tier 3A,N,Y,N
ENSG00000108849,PPY,Tier 3A,N,Y,N
ENSG00000108883,EFTUD2,Tier 3A,N,Y,N
ENSG00000108947,EFNB3,Tier 3A,N,Y,N
ENSG00000109255,NMU,Tier 3A,N,Y,N
ENSG00000109472,CPE,Tier 3A,N,Y,N
ENSG00000109689,STIM2,Tier 3A,N,Y,N
ENSG00000109743,BST1,Tier 3A,N,Y,N
ENSG00000109758,HGFAC,Tier 3A,Y,Y,N
ENSG00000110013,SIAE,Tier 3A,N,Y,N
ENSG00000110076,NRXN2,Tier 3A,N,Y,N
ENSG00000110080,ST3GAL4,Tier 3A,N,Y,N
ENSG00000110243,APOA5,Tier 3A,N,Y,N
ENSG00000110244,APOA4,Tier 3A,N,Y,N
ENSG00000110245,APOC3,Tier 3A,N,Y,N
ENSG00000110324,IL10RA,Tier 3A,N,Y,N
ENSG00000110492,MDK,Tier 3A,N,Y,N
ENSG00000110848,CD69,Tier 3A,N,Y,N
ENSG00000110876,SELPLG,Tier 3A,N,Y,N
ENSG00000111186,WNT5B,Tier 3A,N,Y,N
ENSG00000111432,FZD10,Tier 3A,N,Y,N
ENSG00000111536,IL26,Tier 3A,N,Y,N
ENSG00000111737,RAB35,Tier 3A,N,Y,N
ENSG00000111801,BTN3A3,Tier 3A,N,Y,N
ENSG00000111981,ULBP1,Tier 3A,N,Y,N
ENSG00000112041,TULP1,Tier 3A,N,Y,N
ENSG00000112149,CD83,Tier 3A,N,Y,N
ENSG00000112293,GPLD1,Tier 3A,N,Y,N
ENSG00000112562,SMOC2,Tier 3A,N,Y,N
ENSG00000112799,LY86,Tier 3A,N,Y,N
ENSG00000113594,LIFR,Tier 3A,N,Y,N
ENSG00000113600,C9,Tier 3A,N,Y,N
ENSG00000113889,KNG1,Tier 3A,N,Y,N
ENSG00000113905,HRG,Tier 3A,N,Y,N
ENSG00000114251,WNT5A,Tier 3A,N,Y,N
ENSG00000114279,FGF12,Tier 3A,N,Y,N
ENSG00000114378,HYAL1,Tier 3A,N,Y,N
ENSG00000114698,PLSCR4,Tier 3A,N,Y,N
ENSG00000115009,CCL20,Tier 3A,N,Y,N
ENSG00000115138,POMC,Tier 3A,N,Y,N
ENSG00000115263,GCG,Tier 3A,N,Y,N
ENSG00000115380,EFEMP1,Tier 3A,N,Y,N
ENSG00000115596,WNT6,Tier 3A,N,Y,N
ENSG00000115602,IL1RL1,Tier 3A,N,Y,N
ENSG00000115604,IL18R1,Tier 3A,N,Y,N
ENSG00000115607,IL18RAP,Tier 3A,N,Y,N
ENSG00000115718,PROC,Tier 3A,Y,Y,N
ENSG00000115850,LCT,Tier 3A,N,Y,N
ENSG00000115956,PLEK,Tier 3A,N,Y,N
ENSG00000116147,TNR,Tier 3A,N,Y,N
ENSG00000116183,PAPPA2,Tier 3A,N,Y,N
ENSG00000116489,CAPZA1,Tier 3A,N,Y,N
ENSG00000116678,LEPR,Tier 3A,N,Y,N
ENSG00000116785,CFHR3,Tier 3A,N,Y,N
ENSG00000116815,CD58,Tier 3A,N,Y,N
ENSG00000116833,NR5A2,Tier 3A,Y,N,N
ENSG00000116962,NID1,Tier 3A,N,Y,N
ENSG00000116996,ZP4,Tier 3A,N,Y,N
ENSG00000117090,SLAMF1,Tier 3A,N,Y,N
ENSG00000117091,CD48,Tier 3A,N,Y,N
ENSG00000117122,MFAP2,Tier 3A,N,Y,N
ENSG00000117281,CD160,Tier 3A,N,Y,N
ENSG00000117322,CR2,Tier 3A,N,Y,N
ENSG00000117335,CD46,Tier 3A,N,Y,N
ENSG00000118137,APOA1,Tier 3A,N,Y,N
ENSG00000118705,RPN2,Tier 3A,N,Y,N
ENSG00000118729,CASQ2,Tier 3A,N,Y,N
ENSG00000119681,LTBP2,Tier 3A,N,Y,N
ENSG00000120210,INSL6,Tier 3A,N,Y,N
ENSG00000120211,INSL4,Tier 3A,N,Y,N
ENSG00000120332,TNN,Tier 3A,N,Y,N
ENSG00000120457,KCNJ5,Tier 3A,Y,Y,N
ENSG00000120658,ENOX1,Tier 3A,N,Y,N
ENSG00000120885,CLU,Tier 3A,N,Y,N
ENSG00000120937,NPPB,Tier 3A,N,Y,N
ENSG00000121064,SCPEP1,Tier 3A,N,Y,N
ENSG00000121316,PLBD1,Tier 3A,N,Y,N
ENSG00000121335,PRB2,Tier 3A,N,Y,N
ENSG00000121671,CRY2,Tier 3A,N,Y,N
ENSG00000122223,CD244,Tier 3A,N,Y,N
ENSG00000122224,LY9,Tier 3A,N,Y,N
ENSG00000122711,SPINK4,Tier 3A,N,Y,N
ENSG00000123243,ITIH5,Tier 3A,N,Y,N
ENSG00000123384,LRP1,Tier 3A,N,Y,N
ENSG00000123416,TUBA1B,Tier 3A,Y,N,N
ENSG00000123610,TNFAIP6,Tier 3A,N,Y,N
ENSG00000123739,PLA2G12A,Tier 3A,N,Y,N
ENSG00000123838,C4BPA,Tier 3A,N,Y,N
ENSG00000123843,C4BPB,Tier 3A,N,Y,N
ENSG00000124067,SLC12A4,Tier 3A,Y,N,N
ENSG00000124145,SDC4,Tier 3A,N,Y,N
ENSG00000124155,PIGT,Tier 3A,N,Y,N
ENSG00000124159,MATN4,Tier 3A,N,Y,N
ENSG00000124529,HIST1H4B,Tier 3A,N,Y,N
ENSG00000124557,BTN1A1,Tier 3A,N,Y,N
ENSG00000124693,HIST1H3B,Tier 3A,N,Y,N
ENSG00000124731,TREM1,Tier 3A,N,Y,N
ENSG00000124783,SSR1,Tier 3A,N,Y,N
ENSG00000125571,IL37,Tier 3A,N,Y,N
ENSG00000125730,C3,Tier 3A,N,Y,N
ENSG00000125788,DEFB126,Tier 3A,N,Y,N
ENSG00000125810,CD93,Tier 3A,N,Y,N
ENSG00000125845,BMP2,Tier 3A,N,Y,N
ENSG00000125851,PCSK2,Tier 3A,N,Y,N
ENSG00000125965,GDF5,Tier 3A,N,Y,N
ENSG00000125966,MMP24,Tier 3A,Y,Y,N
ENSG00000126091,ST3GAL3,Tier 3A,N,Y,N
ENSG00000126231,PROZ,Tier 3A,Y,Y,N
ENSG00000126353,CCR7,Tier 3A,Y,Y,N
ENSG00000126838,PZP,Tier 3A,N,Y,N
ENSG00000127418,FGFRL1,Tier 3A,N,Y,N
ENSG00000127578,WFIKKN1,Tier 3A,N,Y,N
ENSG00000127743,IL17B,Tier 3A,N,Y,N
ENSG00000127863,TNFRSF19,Tier 3A,N,Y,N
ENSG00000128165,ADM2,Tier 3A,N,Y,N
ENSG00000128322,IGLL1,Tier 3A,N,Y,N
ENSG00000128342,LIF,Tier 3A,N,Y,N
ENSG00000128564,VGF,Tier 3A,N,Y,N
ENSG00000128791,TWSG1,Tier 3A,N,Y,N
ENSG00000129038,LOXL1,Tier 3A,N,Y,N
ENSG00000129226,CD68,Tier 3A,N,Y,N
ENSG00000129538,RNASE1,Tier 3A,N,Y,N
ENSG00000129965,INS-IGF2,Tier 3A,N,Y,N
ENSG00000129988,LBP,Tier 3A,N,Y,N
ENSG00000130202,PVRL2,Tier 3A,N,Y,N
ENSG00000130203,APOE,Tier 3A,N,Y,N
ENSG00000130208,APOC1,Tier 3A,N,Y,N
ENSG00000130287,NCAN,Tier 3A,N,Y,N
ENSG00000130427,EPO,Tier 3A,N,Y,N
ENSG00000130508,PXDN,Tier 3A,Y,Y,N
ENSG00000130513,GDF15,Tier 3A,N,Y,N
ENSG00000130635,COL5A1,Tier 3A,N,Y,N
ENSG00000130812,ANGPTL6,Tier 3A,N,Y,N
ENSG00000131015,ULBP2,Tier 3A,N,Y,N
ENSG00000131042,LILRB2,Tier 3A,N,Y,N
ENSG00000131096,PYY,Tier 3A,N,Y,N
ENSG00000131187,F12,Tier 3A,Y,Y,N
ENSG00000131400,NAPSA,Tier 3A,Y,Y,N
ENSG00000131507,NDFIP1,Tier 3A,N,Y,N
ENSG00000131871,VIMP,Tier 3A,N,Y,N
ENSG00000131873,CHSY1,Tier 3A,N,Y,N
ENSG00000131981,LGALS3,Tier 3A,N,Y,N
ENSG00000132031,MATN3,Tier 3A,N,Y,N
ENSG00000132205,EMILIN2,Tier 3A,N,Y,N
ENSG00000132386,SERPINF1,Tier 3A,N,Y,N
ENSG00000132561,MATN2,Tier 3A,N,Y,N
ENSG00000132693,CRP,Tier 3A,N,Y,N
ENSG00000132704,FCRL2,Tier 3A,N,Y,N
ENSG00000132855,ANGPTL3,Tier 3A,N,Y,N
ENSG00000133048,CHI3L1,Tier 3A,N,Y,N
ENSG00000133063,CHIT1,Tier 3A,N,Y,N
ENSG00000133107,TRPC4,Tier 3A,Y,N,N
ENSG00000133112,TPT1,Tier 3A,N,Y,N
ENSG00000133401,PDZD2,Tier 3A,N,Y,N
ENSG00000133466,C1QTNF6,Tier 3A,N,Y,N
ENSG00000133661,SFTPD,Tier 3A,N,Y,N
ENSG00000134020,PEBP4,Tier 3A,N,Y,N
ENSG00000134061,CD180,Tier 3A,N,Y,N
ENSG00000134121,CHL1,Tier 3A,N,Y,N
ENSG00000134160,TRPM1,Tier 3A,Y,N,N
ENSG00000134247,PTGFRN,Tier 3A,N,Y,N
ENSG00000134250,NOTCH2,Tier 3A,N,Y,N
ENSG00000134339,SAA2,Tier 3A,N,Y,N
ENSG00000134365,CFHR4,Tier 3A,N,Y,N
ENSG00000134376,CRB1,Tier 3A,N,Y,N
ENSG00000134389,CFHR5,Tier 3A,N,Y,N
ENSG00000134470,IL15RA,Tier 3A,N,Y,N
ENSG00000134545,KLRC1,Tier 3A,N,Y,N
ENSG00000134575,ACP2,Tier 3A,N,Y,N
ENSG00000134812,GIF,Tier 3A,N,Y,N
ENSG00000134827,TCN1,Tier 3A,N,Y,N
ENSG00000134871,COL4A2,Tier 3A,N,Y,N
ENSG00000134917,ADAMTS8,Tier 3A,N,Y,N
ENSG00000135046,ANXA1,Tier 3A,N,Y,N
ENSG00000135218,CD36,Tier 3A,N,Y,N
ENSG00000135404,CD63,Tier 3A,N,Y,N
ENSG00000135413,LACRT,Tier 3A,N,Y,N
ENSG00000135424,ITGA7,Tier 3A,N,Y,N
ENSG00000135517,MIP,Tier 3A,N,Y,N
ENSG00000135535,CD164,Tier 3A,N,Y,N
ENSG00000135750,KCNK1,Tier 3A,Y,N,N
ENSG00000135925,WNT10A,Tier 3A,N,Y,N
ENSG00000135960,EDAR,Tier 3A,N,Y,N
ENSG00000136250,AOAH,Tier 3A,N,Y,N
ENSG00000136378,ADAMTS7,Tier 3A,N,Y,N
ENSG00000136457,CHAD,Tier 3A,N,Y,N
ENSG00000136487,GH2,Tier 3A,N,Y,N
